prefix	lane_number	seq_id	sample_id	population	data_type
Cv5785_18_CKDL210000056-1a-5UDI247-AK1239_HNMTKDSXY_L4	4	1	Cv5785_10	NY	pe
Cv5785_19_CKDL210000056-1a-AK11315-7UDI280_HNMTKDSXY_L4	4	1	Cv5785_11	NY	pe
Cv5785_02_CKDL210000056-1a-AK17133-AK11480_HNMTKDSXY_L4	4	1	Cv5785_12	NY	pe
Cv5785_20_CKDL210000056-1a-AK11345-AK5729_HNMTKDSXY_L4	4	1	Cv5785_13	NY	pe
Cv5785_21_CKDL210000056-1a-AK11219-AK11583_HNMTKDSXY_L4	4	1	Cv5785_14	NY	pe
Cv5785_22_CKDL210000056-1a-AK8960-5UDI1709_HNMTKDSXY_L4	4	1	Cv5785_15	NY	pe
Cv5785_23_CKDL210000056-1a-AK11507-AK17133_HNMTKDSXY_L4	4	1	Cv5785_16	NY	pe
Cv5785_24_CKDL210000056-1a-AK11501-AK10250_HNMTKDSXY_L4	4	1	Cv5785_17	NY	pe
Cv5785_25_CKDL210000056-1a-AK11419-AK17135_HNMTKDSXY_L4	4	1	Cv5785_18	NY	pe
Cv5785_26_CKDL210000056-1a-AK11709-AK5544_HNMTKDSXY_L4	4	1	Cv5785_19	NY	pe
Cv5785_27_CKDL210000056-1a-AK11689-AK11123_HNMTKDSXY_L4	4	1	Cv5785_20	NY	pe
Cv5785_28_CKDL210000056-1a-AK17447-AK11474_HNMTKDSXY_L4	4	1	Cv5785_21	NY	pe
Cv5785_29_CKDL210000056-1a-AK10140-AK11721_HNMTKDSXY_L4	4	1	Cv5785_22	NY	pe
Cv5785_03_CKDL210000056-1a-AK14337-AK17423_HNMTKDSXY_L4	4	1	Cv5785_23	NY	pe
Cv5785_30_CKDL210000056-1a-AK11498-AK11701_HNMTKDSXY_L4	4	1	Cv5785_24	NY	pe
Cv5785_04_CKDL210000056-1a-AK19836-AK12649_HNMTKDSXY_L4	4	1	Cv5785_25	NY	pe
Cv5785_05_CKDL210000056-1a-AK17010-AK11581_HNMTKDSXY_L4	4	1	Cv5785_26	NY	pe
Cv5785_06_CKDL210000056-1a-AK11652-AK11154_HNMTKDSXY_L4	4	1	Cv5785_27	NY	pe
Cv5785_07_CKDL210000056-1a-AK3948-AK9674_HNMTKDSXY_L4	4	1	Cv5785_28	NY	pe
Cv5785_08_CKDL210000056-1a-AK11355-AK11272_HNMTKDSXY_L4	4	1	Cv5785_29	NY	pe
Cv5785_09_CKDL210000056-1a-AK11235-AK17429_HNMTKDSXY_L4	4	1	Cv5785_30	NY	pe
Cv5786_01_CKDL210000056-1a-AK19840-AK11295_HNMTKDSXY_L4	4	1	Cv5786_01	NY	pe
Cv5786_10_CKDL210000056-1a-AK1457-AK11112_HNMTKDSXY_L4	4	1	Cv5786_02	NY	pe
Cv5786_11_CKDL210000056-1a-AK11453-AK17462_HNMTKDSXY_L4	4	1	Cv5786_03	NY	pe
Cv5786_12_CKDL210000056-1a-AK7276-AK12647_HNMTKDSXY_L4	4	1	Cv5786_04	NY	pe
Cv5786_13_CKDL210000056-1a-AK11472-AK11179_HNMTKDSXY_L4	4	1	Cv5786_05	NY	pe
Cv5786_14_CKDL210000056-1a-AK4488-AK11652_HNMTKDSXY_L4	4	1	Cv5786_06	NY	pe
Cv5786_15_CKDL210000056-1a-5UDI2611-AK17464_HNMTKDSXY_L4	4	1	Cv5786_07	NY	pe
Cv5786_16_CKDL210000056-1a-AK11511-AK11470_HNMTKDSXY_L4	4	1	Cv5786_08	NY	pe
Cv5786_17_CKDL210000056-1a-AK2343-AK7352_HNMTKDSXY_L4	4	1	Cv5786_09	NY	pe
Cv5786_18_CKDL210000056-1a-AK11634-AK11502_HNMTKDSXY_L4	4	1	Cv5786_10	NY	pe
Cv5786_19_CKDL210000056-1a-AK17114-AK11341_HNMTKDSXY_L4	4	1	Cv5786_11	NY	pe
Cv5786_02_CKDL210000056-1a-5UDI2509-AK11315_HNMTKDSXY_L4	4	1	Cv5786_12	NY	pe
Cv5786_20_CKDL210000056-1a-AK5128-AK5128_HNMTKDSXY_L4	4	1	Cv5786_13	NY	pe
Cv5786_21_CKDL210000056-1a-AK1759-AK17105_HNMTKDSXY_L4	4	1	Cv5786_14	NY	pe
Cv5786_22_CKDL210000056-1a-AK11385-AK11216_HNMTKDSXY_L4	4	1	Cv5786_15	NY	pe
Cv5786_23_CKDL210000056-1a-AK9387-AK9879_HNMTKDSXY_L4	4	1	Cv5786_16	NY	pe
Cv5786_24_CKDL210000056-1a-AK11484-AK3851_HNMTKDSXY_L4	4	1	Cv5786_17	NY	pe
Cv5786_25_CKDL210000056-1a-AK11494-AK11505_HNMTKDSXY_L4	4	1	Cv5786_18	NY	pe
Cv5786_26_CKDL210000056-1a-AK4527-AK11457_HNMTKDSXY_L4	4	1	Cv5786_19	NY	pe
Cv5786_27_CKDL210000056-1a-AK11443-AK11625_HNMTKDSXY_L4	4	1	Cv5786_20	NY	pe
Cv5786_28_CKDL210000056-1a-AK17468-AK11445_HNMTKDSXY_L4	4	1	Cv5786_21	NY	pe
Cv5786_29_CKDL210000056-1a-AK11527-AK11348_HNMTKDSXY_L4	4	1	Cv5786_22	NY	pe
Cv5786_03_CKDL210000056-1a-AK11303-AK17444_HNMTKDSXY_L4	4	1	Cv5786_23	NY	pe
Cv5786_30_CKDL210000056-1a-AK10073-AK11231_HNMTKDSXY_L4	4	1	Cv5786_24	NY	pe
Cv5786_04_CKDL210000056-1a-AK11128-AK14729_HNMTKDSXY_L4	4	1	Cv5786_25	NY	pe
Cv5786_05_CKDL210000056-1a-AK17050-AK17449_HNMTKDSXY_L4	4	1	Cv5786_26	NY	pe
Cv5786_06_CKDL210000056-1a-AK17069-7UDI871_HNMTKDSXY_L4	4	1	Cv5786_27	NY	pe
Cv5786_07_CKDL210000056-1a-AK12657-AK11212_HNMTKDSXY_L4	4	1	Cv5786_28	NY	pe
Cv5786_08_CKDL210000056-1a-AK17026-AK11290_HNMTKDSXY_L4	4	1	Cv5786_29	NY	pe
Cv5786_09_CKDL210000056-1a-AK11231-AK12055_HNMTKDSXY_L4	4	1	Cv5786_30	NY	pe
Cv63_CKDL210000056-1a-AK11380-AK4912_HNMTKDSXY_L4	4	1	Cv63	REF	pe
Cv64_CKDL210000056-1a-AK10333-AK11610_HNMTKDSXY_L4	4	1	Cv64	REF	pe
Cv68_CKDL210000056-1a-AK11521-AK11378_HNMTKDSXY_L4	4	1	Cv68	REF	pe
Cv69_CKDL210000056-1a-AK12630-AK11499_HNMTKDSXY_L4	4	1	Cv69	REF	pe
Cv72_CKDL210000056-1a-AK15482-AK11588_HNMTKDSXY_L4	4	1	Cv72	CHR	pe
Cv76_CKDL210000056-1a-AK11388-AK11352_HNMTKDSXY_L4	4	1	Cv76	REF	pe
Cv78_CKDL210000056-1a-AK11516-AK17407_HNMTKDSXY_L4	4	1	Cv78	CHR	pe
Cv82_CKDL210000056-1a-AK11457-AK12627_HNMTKDSXY_L4	4	1	Cv82	REF	pe
Cv87_CKDL210000056-1a-AK4425-AK17408_HNMTKDSXY_L4	4	1	Cv87	CHR	pe
HH13a_01_CKDL210000056-1a-AK11116-AK17465_HNMTKDSXY_L4	4	1	HH13a_01	CT	pe
HH13a_10_CKDL210000056-1a-AK11244-AK11727_HNMTKDSXY_L4	4	1	HH13a_02	CT	pe
HH13a_11_CKDL210000056-1a-AK19843-AK11361_HNMTKDSXY_L4	4	1	HH13a_03	CT	pe
HH13a_12_CKDL210000056-1a-7UDI1851-AK4019_HNMTKDSXY_L4	4	1	HH13a_04	CT	pe
HH13a_13_CKDL210000056-1a-AK19844-AK7685_HNMTKDSXY_L4	4	1	HH13a_05	CT	pe
HH13a_14_CKDL210000056-1a-AK13484-AK11125_HNMTKDSXY_L4	4	1	HH13a_06	CT	pe
HH13a_15_CKDL210000056-1a-AK105-AK17000_HNMTKDSXY_L4	4	1	HH13a_07	CT	pe
HH13a_16_CKDL210000056-1a-AK11523-AK12632_HNMTKDSXY_L4	4	1	HH13a_08	CT	pe
HH13a_17_CKDL210000056-1a-AK11392-AK11648_HNMTKDSXY_L4	4	1	HH13a_09	CT	pe
HH13a_18_CKDL210000056-1a-AK11491-AK12639_HNMTKDSXY_L4	4	1	HH13a_10	CT	pe
HH13a_19_CKDL210000056-1a-AK11439-AK11703_HNMTKDSXY_L4	4	1	HH13a_11	CT	pe
HH13a_02_CKDL210000056-1a-AK17053-AK12484_HNMTKDSXY_L4	4	1	HH13a_12	CT	pe
HH13a_20_CKDL210000056-1a-AK11492-AK11614_HNMTKDSXY_L4	4	1	HH13a_13	CT	pe
HH13a_21_CKDL210000056-1a-AK11423-AK11618_HNMTKDSXY_L4	4	1	HH13a_14	CT	pe
HH13a_22_CKDL210000056-1a-AK24791-AK2898_HNMTKDSXY_L4	4	1	HH13a_15	CT	pe
HH13a_23_CKDL210000056-1a-AK17124-AK11489_HNMTKDSXY_L4	4	1	HH13a_16	CT	pe
HH13a_24_CKDL210000056-1a-AK11515-AK11294_HNMTKDSXY_L4	4	1	HH13a_17	CT	pe
HH13a_25_CKDL210000056-1a-AK285-AK11484_HNMTKDSXY_L4	4	1	HH13a_18	CT	pe
HH13a_03_CKDL210000056-1a-AK17015-AK17467_HNMTKDSXY_L4	4	1	HH13a_19	CT	pe
HH13a_04_CKDL210000056-1a-AK11530-AK10073_HNMTKDSXY_L4	4	1	HH13a_20	CT	pe
HH13a_05_CKDL210000056-1a-AK19841-AK11604_HNMTKDSXY_L4	4	1	HH13a_21	CT	pe
HH13a_06_CKDL210000056-1a-AK11866-AK17468_HNMTKDSXY_L4	4	1	HH13a_22	CT	pe
HH13a_07_CKDL210000056-1a-AK19842-AK532_HNMTKDSXY_L4	4	1	HH13a_23	CT	pe
HH13a_08_CKDL210000056-1a-AK11470-AK11277_HNMTKDSXY_L4	4	1	HH13a_24	CT	pe
HH13a_09_CKDL210000056-1a-AK2317-AK9800_HNMTKDSXY_L4	4	1	HH13a_25	CT	pe
